Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Otro;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
aaaaaa;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Amalia;amalia@mail.com;"Sin Asignar";"Mi movil echa mucho humo por la ranura de carga";2022-12-22;False
Pepe;pepe@pepemai.com;admin;fwfwefew;2022-12-22;true
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Pepe;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
Otro;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
eeeee;pepe@mail.com;"Sin asignar";aaaaaa;2022-12-28;Pendiente
